outcome,account,r2_holdout,beta,seed
eviction,ols,0.015861934742055994,NA,51
gpa,logit,NA,NA,51
gpa,ols,0.10754393654866035,0.20528472923088,51
grit,logit,NA,NA,51
grit,ols,0.011387563591824135,0.0552796124720666,51
jobTraining,logit,NA,NA,51
jobTraining,ols,0.05267274140087075,NA,51
layoff,logit,NA,NA,51
layoff,ols,0.008580364965083076,NA,51
materialHardship,logit,NA,NA,51
materialHardship,ols,0.18318136360413417,0.343446890078186,51
eviction,logit,NA,NA,52
eviction,ols,0.022734947850604703,NA,52
gpa,logit,NA,NA,52
gpa,ols,0.11525729537550922,0.151616011991146,52
grit,logit,NA,NA,52
grit,ols,0.013691998198758548,0.0405868505503017,52
jobTraining,logit,NA,NA,52
jobTraining,ols,0.05278889663820174,NA,52
layoff,logit,NA,NA,52
layoff,ols,0.007103447948751285,NA,52
materialHardship,logit,NA,NA,52
materialHardship,ols,0.18377721981971695,0.392869459605169,52
eviction,logit,NA,NA,53
eviction,ols,0.024032827618650998,NA,53
gpa,logit,NA,NA,53
gpa,ols,0.08368611328917719,0.207150926407599,53
grit,logit,NA,NA,53
grit,ols,0.01007294703179451,0.0298949566540501,53
jobTraining,logit,NA,NA,53
jobTraining,ols,0.04872601357733264,NA,53
layoff,logit,NA,NA,53
layoff,ols,-0.0019327842723300126,NA,53
materialHardship,logit,NA,NA,53
materialHardship,ols,0.17563378461847245,0.333393925812808,53
eviction,logit,NA,NA,54
eviction,ols,0.018956917570834175,NA,54
gpa,logit,NA,NA,54
gpa,ols,0.10869816046043046,0.191279964519324,54
grit,logit,NA,NA,54
grit,ols,0.009282920119541793,0.0350744329400693,54
jobTraining,logit,NA,NA,54
jobTraining,ols,0.04696407669750413,NA,54
layoff,logit,NA,NA,54
layoff,ols,0.0033479276471559682,NA,54
materialHardship,logit,NA,NA,54
materialHardship,ols,0.17862731882293492,0.367673638269849,54
eviction,logit,NA,NA,55
eviction,ols,0.021198255077805817,NA,55
gpa,logit,NA,NA,55
gpa,ols,0.1161722791603379,0.178751115000632,55
grit,logit,NA,NA,55
grit,ols,0.016304331884477885,0.0409016995811711,55
jobTraining,logit,NA,NA,55
jobTraining,ols,0.05074341680800676,NA,55
layoff,logit,NA,NA,55
layoff,ols,0.007596433865099561,NA,55
materialHardship,logit,NA,NA,55
materialHardship,ols,0.17800378427172903,0.376600933837823,55
eviction,logit,NA,NA,56
eviction,ols,0.024742169123977198,NA,56
gpa,logit,NA,NA,56
gpa,ols,0.11460546769960078,0.194581577047403,56
grit,logit,NA,NA,56
grit,ols,0.008570279924237645,0.00264137144870963,56
jobTraining,logit,NA,NA,56
jobTraining,ols,0.052903834314418585,NA,56
layoff,logit,NA,NA,56
layoff,ols,0.006148202391938362,NA,56
materialHardship,logit,NA,NA,56
materialHardship,ols,0.18664519905622523,0.379403763155963,56
eviction,logit,NA,NA,57
eviction,ols,0.017662645868551596,NA,57
gpa,logit,NA,NA,57
gpa,ols,0.10784534565838355,0.180959785144824,57
grit,logit,NA,NA,57
grit,ols,0.011595408952451036,0.0281396888427913,57
jobTraining,logit,NA,NA,57
jobTraining,ols,0.051265076618241534,NA,57
layoff,logit,NA,NA,57
layoff,ols,0.008220704614159469,NA,57
materialHardship,logit,NA,NA,57
materialHardship,ols,0.1730017563679923,0.354924315799864,57
eviction,logit,NA,NA,58
eviction,ols,0.019733766277398535,NA,58
gpa,logit,NA,NA,58
gpa,ols,0.13238964805052522,0.148099823035187,58
grit,logit,NA,NA,58
grit,ols,0.010071501254328985,0.00361082804249677,58
jobTraining,logit,NA,NA,58
jobTraining,ols,0.0489303081357646,NA,58
layoff,logit,NA,NA,58
layoff,ols,0.008248449873981212,NA,58
materialHardship,logit,NA,NA,58
materialHardship,ols,0.1840812449219823,0.387875619175037,58
eviction,logit,NA,NA,59
eviction,ols,0.018084917182095372,NA,59
gpa,logit,NA,NA,59
gpa,ols,0.11162211461549254,0.20921420192136,59
grit,logit,NA,NA,59
grit,ols,0.014226985710244167,0.0119981837716455,59
jobTraining,logit,NA,NA,59
jobTraining,ols,0.056696041833261046,NA,59
layoff,logit,NA,NA,59
layoff,ols,0.011227352859870421,NA,59
materialHardship,logit,NA,NA,59
materialHardship,ols,0.17929424384829973,0.395753675504448,59
eviction,logit,NA,NA,60
eviction,ols,0.03107158934396914,NA,60
gpa,logit,NA,NA,60
gpa,ols,0.12004748593835468,0.180800994547342,60
grit,logit,NA,NA,60
grit,ols,0.01201706995166707,0.0128991977536884,60
jobTraining,logit,NA,NA,60
jobTraining,ols,0.04529944342396819,NA,60
layoff,logit,NA,NA,60
layoff,ols,0.012978413040275472,NA,60
materialHardship,logit,NA,NA,60
materialHardship,ols,0.1808479007035082,0.377953251276468,60
eviction,logit,NA,NA,61
eviction,ols,0.024147761008914026,NA,61
gpa,logit,NA,NA,61
gpa,ols,0.09956933184112648,0.217315416212602,61
grit,logit,NA,NA,61
grit,ols,0.010335194173690332,-0.00328105226798465,61
jobTraining,logit,NA,NA,61
jobTraining,ols,0.04426887424948611,NA,61
layoff,logit,NA,NA,61
layoff,ols,0.002083193160299812,NA,61
materialHardship,logit,NA,NA,61
materialHardship,ols,0.17871667231723942,0.368061083472087,61
eviction,logit,NA,NA,62
eviction,ols,0.02860811379465389,NA,62
gpa,logit,NA,NA,62
gpa,ols,0.13513947909866197,0.171917022230357,62
grit,logit,NA,NA,62
grit,ols,0.014052078228836695,0.0143813001978222,62
jobTraining,logit,NA,NA,62
jobTraining,ols,0.04356254501395018,NA,62
layoff,logit,NA,NA,62
layoff,ols,-0.002468255794152663,NA,62
materialHardship,logit,NA,NA,62
materialHardship,ols,0.1821827358859568,0.350905671955677,62
eviction,logit,NA,NA,63
eviction,ols,0.02656919518674805,NA,63
gpa,logit,NA,NA,63
gpa,ols,0.1048867299938866,0.18960244606313,63
grit,logit,NA,NA,63
grit,ols,0.01421000275700246,0.0420040671744741,63
jobTraining,logit,NA,NA,63
jobTraining,ols,0.050577400031727615,NA,63
layoff,logit,NA,NA,63
layoff,ols,-0.0031864630735574107,NA,63
materialHardship,logit,NA,NA,63
materialHardship,ols,0.17893816883594105,0.338296158535002,63
eviction,logit,NA,NA,64
eviction,ols,0.017336042396875473,NA,64
gpa,logit,NA,NA,64
gpa,ols,0.11933858051419377,0.227184281544859,64
grit,logit,NA,NA,64
grit,ols,0.010466181488064663,0.0595737396790178,64
jobTraining,logit,NA,NA,64
jobTraining,ols,0.04887730559616543,NA,64
layoff,logit,NA,NA,64
layoff,ols,0.009532879779463044,NA,64
materialHardship,logit,NA,NA,64
materialHardship,ols,0.17935735765262184,0.384639536760482,64
eviction,logit,NA,NA,65
eviction,ols,0.024987744494875952,NA,65
gpa,logit,NA,NA,65
gpa,ols,0.07792937519467269,0.206280470448701,65
grit,logit,NA,NA,65
grit,ols,0.016250889155637438,0.0309387378437677,65
jobTraining,logit,NA,NA,65
jobTraining,ols,0.050606464594639244,NA,65
layoff,logit,NA,NA,65
layoff,ols,0.00495171687916629,NA,65
materialHardship,logit,NA,NA,65
materialHardship,ols,0.18544397096155008,0.407410281536244,65
eviction,logit,NA,NA,66
eviction,ols,0.023389080514156002,NA,66
gpa,logit,NA,NA,66
gpa,ols,0.0987591016667575,0.203347222471527,66
grit,logit,NA,NA,66
grit,ols,0.010063794476514842,0.0070862405997526,66
jobTraining,logit,NA,NA,66
jobTraining,ols,0.052304557160619436,NA,66
layoff,logit,NA,NA,66
layoff,ols,0.0017912272439597476,NA,66
materialHardship,logit,NA,NA,66
materialHardship,ols,0.16933002407673936,0.350650677267264,66
eviction,logit,NA,NA,67
eviction,ols,0.025542198949210948,NA,67
gpa,logit,NA,NA,67
gpa,ols,0.1157208814800832,0.171747234188319,67
grit,logit,NA,NA,67
grit,ols,0.017330753788193154,0.0524029032460643,67
jobTraining,logit,NA,NA,67
jobTraining,ols,0.049256338838272296,NA,67
layoff,logit,NA,NA,67
layoff,ols,0.009443666130065753,NA,67
materialHardship,logit,NA,NA,67
materialHardship,ols,0.1773653584247865,0.397005377393901,67
eviction,logit,NA,NA,68
eviction,ols,0.019899302759650572,NA,68
gpa,logit,NA,NA,68
gpa,ols,0.07635495726170116,0.241165033824735,68
grit,logit,NA,NA,68
grit,ols,0.013649509631584511,0.015399417185602,68
jobTraining,logit,NA,NA,68
jobTraining,ols,0.0461348370538639,NA,68
layoff,logit,NA,NA,68
layoff,ols,0.00727017406352537,NA,68
materialHardship,logit,NA,NA,68
materialHardship,ols,0.1715078313443038,0.364708292924062,68
eviction,logit,NA,NA,69
eviction,ols,0.018653553826982305,NA,69
gpa,logit,NA,NA,69
gpa,ols,0.08722732335095407,0.219202016022885,69
grit,logit,NA,NA,69
grit,ols,0.011804802583180507,0.0143471388551987,69
jobTraining,logit,NA,NA,69
jobTraining,ols,0.04836763175616998,NA,69
layoff,logit,NA,NA,69
layoff,ols,0.013000711234565032,NA,69
materialHardship,logit,NA,NA,69
materialHardship,ols,0.17539303164041897,0.353009231531084,69
eviction,logit,NA,NA,70
eviction,ols,0.022448353583118363,NA,70
gpa,logit,NA,NA,70
gpa,ols,0.12465331328568985,0.208692062570181,70
grit,logit,NA,NA,70
grit,ols,0.017593458674676765,0.0288312785760733,70
jobTraining,logit,NA,NA,70
jobTraining,ols,0.051140976461052645,NA,70
layoff,logit,NA,NA,70
layoff,ols,0.007684375167312796,NA,70
materialHardship,logit,NA,NA,70
materialHardship,ols,0.17515678035594673,0.379443610997842,70
eviction,logit,NA,NA,71
eviction,ols,0.012122800711458437,NA,71
gpa,logit,NA,NA,71
gpa,ols,0.10304717653544981,0.201504761152146,71
grit,logit,NA,NA,71
grit,ols,0.010640303287730135,0.0391945956088134,71
jobTraining,logit,NA,NA,71
jobTraining,ols,0.05479352313823993,NA,71
layoff,logit,NA,NA,71
layoff,ols,0.006897867033765603,NA,71
materialHardship,logit,NA,NA,71
materialHardship,ols,0.17005355088657736,0.395050330769581,71
eviction,logit,NA,NA,72
eviction,ols,0.016925626047655906,NA,72
gpa,logit,NA,NA,72
gpa,ols,0.10191230763715597,0.173420096388239,72
grit,logit,NA,NA,72
grit,ols,0.012738830093969034,0.0252817971777787,72
jobTraining,logit,NA,NA,72
jobTraining,ols,0.052501088928457285,NA,72
layoff,logit,NA,NA,72
layoff,ols,-7.11180914028553e-4,NA,72
materialHardship,logit,NA,NA,72
materialHardship,ols,0.1799896446279431,0.405267728526411,72
eviction,logit,NA,NA,73
eviction,ols,0.020532823352224505,NA,73
gpa,logit,NA,NA,73
gpa,ols,0.11748161350195996,0.179892929938088,73
grit,logit,NA,NA,73
grit,ols,0.013432081989307454,0.0283011586269165,73
jobTraining,logit,NA,NA,73
jobTraining,ols,0.0543848567276527,NA,73
layoff,logit,NA,NA,73
layoff,ols,0.0057969390783866315,NA,73
materialHardship,logit,NA,NA,73
materialHardship,ols,0.17422542600423907,0.344084545630671,73
eviction,logit,NA,NA,74
eviction,ols,0.01962056836624715,NA,74
gpa,logit,NA,NA,74
gpa,ols,0.13897825249503337,0.203777134953233,74
grit,logit,NA,NA,74
grit,ols,0.010764505415056358,0.0387373043248114,74
jobTraining,logit,NA,NA,74
jobTraining,ols,0.05172990340943817,NA,74
layoff,logit,NA,NA,74
layoff,ols,0.003999956762270607,NA,74
materialHardship,logit,NA,NA,74
materialHardship,ols,0.17455575596581985,0.411784819677645,74
eviction,logit,NA,NA,75
eviction,ols,0.023822931536713887,NA,75
gpa,logit,NA,NA,75
gpa,ols,0.10146008562186681,0.217013872343062,75
grit,logit,NA,NA,75
grit,ols,0.010284654579849506,0.0133081758759968,75
jobTraining,logit,NA,NA,75
jobTraining,ols,0.050635708265183266,NA,75
layoff,logit,NA,NA,75
layoff,ols,0.011827951596106612,NA,75
materialHardship,logit,NA,NA,75
materialHardship,ols,0.17669065226008274,0.368335151805277,75
eviction,logit,NA,NA,76
eviction,ols,0.02430577349608254,NA,76
gpa,logit,NA,NA,76
gpa,ols,0.09934801181339825,0.211756771972248,76
grit,logit,NA,NA,76
grit,ols,0.008138316973540949,0.0210704363424702,76
jobTraining,logit,NA,NA,76
jobTraining,ols,0.045957925474920946,NA,76
layoff,logit,NA,NA,76
layoff,ols,0.003095347240572477,NA,76
materialHardship,logit,NA,NA,76
materialHardship,ols,0.17144859879189,0.333112118130984,76
eviction,logit,NA,NA,77
eviction,ols,0.023203354617729044,NA,77
gpa,logit,NA,NA,77
gpa,ols,0.11542456549189117,0.155009759698381,77
grit,logit,NA,NA,77
grit,ols,0.011281451356094374,0.0235295785744093,77
jobTraining,logit,NA,NA,77
jobTraining,ols,0.04883610038168529,NA,77
layoff,logit,NA,NA,77
layoff,ols,0.005561275707799074,NA,77
materialHardship,logit,NA,NA,77
materialHardship,ols,0.17954999835874097,0.342453806751916,77
eviction,logit,NA,NA,78
eviction,ols,0.013088871395243507,NA,78
gpa,logit,NA,NA,78
gpa,ols,0.09870180174035736,0.183830481588341,78
grit,logit,NA,NA,78
grit,ols,0.005773504052023037,0.0478306312096867,78
jobTraining,logit,NA,NA,78
jobTraining,ols,0.05034528363619961,NA,78
layoff,logit,NA,NA,78
layoff,ols,0.00655900990882885,NA,78
materialHardship,logit,NA,NA,78
materialHardship,ols,0.17848735642386326,0.394642809886493,78
eviction,logit,NA,NA,79
eviction,ols,0.021563404143711162,NA,79
gpa,logit,NA,NA,79
gpa,ols,0.11118349180867593,0.16418617222882,79
grit,logit,NA,NA,79
grit,ols,0.016545465635116052,0.0212490606308273,79
jobTraining,logit,NA,NA,79
jobTraining,ols,0.048521531963692466,NA,79
layoff,logit,NA,NA,79
layoff,ols,-0.0056224600326229,NA,79
materialHardship,logit,NA,NA,79
materialHardship,ols,0.17805756439341858,0.380235286410285,79
eviction,logit,NA,NA,80
eviction,ols,0.021830994097142398,NA,80
gpa,logit,NA,NA,80
gpa,ols,0.10834781717665076,0.216742040619167,80
grit,logit,NA,NA,80
grit,ols,0.01177255815560918,0.00619291606741847,80
jobTraining,logit,NA,NA,80
jobTraining,ols,0.04742474697171406,NA,80
layoff,logit,NA,NA,80
layoff,ols,0.0037340799010244785,NA,80
materialHardship,logit,NA,NA,80
materialHardship,ols,0.1772161893782166,0.401948762119119,80
eviction,logit,NA,NA,81
eviction,ols,0.025575200755751593,NA,81
gpa,logit,NA,NA,81
gpa,ols,0.10644834735661379,0.191146018779802,81
grit,logit,NA,NA,81
grit,ols,0.009625355212998343,0.0395367364731027,81
jobTraining,logit,NA,NA,81
jobTraining,ols,0.050869959246186314,NA,81
layoff,logit,NA,NA,81
layoff,ols,0.007532336361606662,NA,81
materialHardship,logit,NA,NA,81
materialHardship,ols,0.18720568443613372,0.365138226430052,81
eviction,logit,NA,NA,82
eviction,ols,0.02228405856792892,NA,82
gpa,logit,NA,NA,82
gpa,ols,0.1040492979099017,0.200894654636204,82
grit,logit,NA,NA,82
grit,ols,0.01569668584936068,0.0384995496664333,82
jobTraining,logit,NA,NA,82
jobTraining,ols,0.047013745738599955,NA,82
layoff,logit,NA,NA,82
layoff,ols,0.006506408648339179,NA,82
materialHardship,logit,NA,NA,82
materialHardship,ols,0.18270482761164675,0.359266404425171,82
eviction,logit,NA,NA,83
eviction,ols,0.020009713272090446,NA,83
gpa,logit,NA,NA,83
gpa,ols,0.10476343438437685,0.204265623016069,83
grit,logit,NA,NA,83
grit,ols,0.009812665371753848,0.0381211900882835,83
jobTraining,logit,NA,NA,83
jobTraining,ols,0.05218782473840877,NA,83
layoff,logit,NA,NA,83
layoff,ols,0.0034717933347716556,NA,83
materialHardship,logit,NA,NA,83
materialHardship,ols,0.1728452622131268,0.383172727014115,83
eviction,logit,NA,NA,84
eviction,ols,0.021191160703001533,NA,84
gpa,logit,NA,NA,84
gpa,ols,0.10622170284699528,0.186853961645868,84
grit,logit,NA,NA,84
grit,ols,0.014195923102883312,0.0476382162877046,84
jobTraining,logit,NA,NA,84
jobTraining,ols,0.051457557903650364,NA,84
layoff,logit,NA,NA,84
layoff,ols,0.012422088361465522,NA,84
materialHardship,logit,NA,NA,84
materialHardship,ols,0.18182567498035618,0.330702828489197,84
eviction,logit,NA,NA,85
eviction,ols,0.021171814679932344,NA,85
gpa,logit,NA,NA,85
gpa,ols,0.10394097816014158,0.207333851772063,85
grit,logit,NA,NA,85
grit,ols,0.011319897804605072,0.0368404494972841,85
jobTraining,logit,NA,NA,85
jobTraining,ols,0.047189051373008106,NA,85
layoff,logit,NA,NA,85
layoff,ols,0.006117049921142037,NA,85
materialHardship,logit,NA,NA,85
materialHardship,ols,0.17929938478631469,0.355911763202334,85
eviction,logit,NA,NA,86
eviction,ols,0.02012153470313749,NA,86
gpa,logit,NA,NA,86
gpa,ols,0.09929553368674238,0.173022591122245,86
grit,logit,NA,NA,86
grit,ols,0.014585287619846676,0.0213690991301102,86
jobTraining,logit,NA,NA,86
jobTraining,ols,0.0486421159196061,NA,86
layoff,logit,NA,NA,86
layoff,ols,0.014249193271527849,NA,86
materialHardship,logit,NA,NA,86
materialHardship,ols,0.1735892161873751,0.373378591764703,86
eviction,logit,NA,NA,87
eviction,ols,0.015958600222931718,NA,87
gpa,logit,NA,NA,87
gpa,ols,0.08455641386601742,0.216934002372908,87
grit,logit,NA,NA,87
grit,ols,0.008628148197745267,-0.00908577677470815,87
jobTraining,logit,NA,NA,87
jobTraining,ols,0.049643421953050826,NA,87
layoff,logit,NA,NA,87
layoff,ols,0.005176859480057305,NA,87
materialHardship,logit,NA,NA,87
materialHardship,ols,0.18076015851638683,0.350170648753575,87
eviction,logit,NA,NA,88
eviction,ols,0.017929306162413727,NA,88
gpa,logit,NA,NA,88
gpa,ols,0.11113345001897335,0.150288969146739,88
grit,logit,NA,NA,88
grit,ols,0.01329559223428567,0.0267453726809375,88
jobTraining,logit,NA,NA,88
jobTraining,ols,0.043704557038131364,NA,88
layoff,logit,NA,NA,88
layoff,ols,0.003860070633125212,NA,88
materialHardship,logit,NA,NA,88
materialHardship,ols,0.187099250490682,0.349909432926382,88
eviction,logit,NA,NA,89
eviction,ols,0.014956339253015205,NA,89
gpa,logit,NA,NA,89
gpa,ols,0.10437471604541981,0.204151368747755,89
grit,logit,NA,NA,89
grit,ols,0.016843774149506663,0.0317411578644425,89
jobTraining,logit,NA,NA,89
jobTraining,ols,0.053910725732092324,NA,89
layoff,logit,NA,NA,89
layoff,ols,0.0034090276229122862,NA,89
materialHardship,logit,NA,NA,89
materialHardship,ols,0.18984931767884938,0.367150460872943,89
eviction,logit,NA,NA,90
eviction,ols,0.01643307206093869,NA,90
gpa,logit,NA,NA,90
gpa,ols,0.11345375605571872,0.166628657754795,90
grit,logit,NA,NA,90
grit,ols,0.01294259358676475,0.0152851474270178,90
jobTraining,logit,NA,NA,90
jobTraining,ols,0.05523494212059454,NA,90
layoff,logit,NA,NA,90
layoff,ols,-0.00296303506790796,NA,90
materialHardship,logit,NA,NA,90
materialHardship,ols,0.18674732621986279,0.36435883196334,90
eviction,logit,NA,NA,91
eviction,ols,0.01947691626456116,NA,91
gpa,logit,NA,NA,91
gpa,ols,0.11615212414113607,0.208494593560314,91
grit,logit,NA,NA,91
grit,ols,0.00741808429216384,0.0084031927363059,91
jobTraining,logit,NA,NA,91
jobTraining,ols,0.052753957137836816,NA,91
layoff,logit,NA,NA,91
layoff,ols,0.004838947686622519,NA,91
materialHardship,logit,NA,NA,91
materialHardship,ols,0.17742462617409815,0.369928518110822,91
eviction,logit,NA,NA,92
eviction,ols,0.026312189795279606,NA,92
gpa,logit,NA,NA,92
gpa,ols,0.11014166263951952,0.208677369007948,92
grit,logit,NA,NA,92
grit,ols,0.003502284971793279,-0.00181636804576073,92
jobTraining,logit,NA,NA,92
jobTraining,ols,0.04657265418322476,NA,92
layoff,logit,NA,NA,92
layoff,ols,0.0026179083619821686,NA,92
materialHardship,logit,NA,NA,92
materialHardship,ols,0.17358001241487897,0.374012425101684,92
eviction,logit,NA,NA,93
eviction,ols,0.015575209726636063,NA,93
gpa,logit,NA,NA,93
gpa,ols,0.09185823594178677,0.216747317780008,93
grit,logit,NA,NA,93
grit,ols,0.011396408207110742,0.03421670403455,93
jobTraining,logit,NA,NA,93
jobTraining,ols,0.049941521901095465,NA,93
layoff,logit,NA,NA,93
layoff,ols,-0.0013658901514439492,NA,93
materialHardship,logit,NA,NA,93
materialHardship,ols,0.17867096689226902,0.355762171632409,93
eviction,logit,NA,NA,94
eviction,ols,0.02477402318082156,NA,94
gpa,logit,NA,NA,94
gpa,ols,0.1195572499236226,0.171373710827954,94
grit,logit,NA,NA,94
grit,ols,0.0079766158461866965,0.0364069781845685,94
jobTraining,logit,NA,NA,94
jobTraining,ols,0.05074038977342721,NA,94
layoff,logit,NA,NA,94
layoff,ols,0.00303595449629801,NA,94
materialHardship,logit,NA,NA,94
materialHardship,ols,0.16859546525911384,0.397655936154459,94
eviction,logit,NA,NA,95
eviction,ols,0.006504677333516784,NA,95
gpa,logit,NA,NA,95
gpa,ols,0.09903726828024317,0.211228874289407,95
grit,logit,NA,NA,95
grit,ols,0.017830408910621487,0.034308517619089,95
jobTraining,logit,NA,NA,95
jobTraining,ols,0.05108661519995805,NA,95
layoff,logit,NA,NA,95
layoff,ols,0.010823400314975085,NA,95
materialHardship,logit,NA,NA,95
materialHardship,ols,0.1824379179154777,0.375747447218914,95
eviction,logit,NA,NA,96
eviction,ols,0.019447133145398476,NA,96
gpa,logit,NA,NA,96
gpa,ols,0.10957252880386847,0.151226172699675,96
grit,logit,NA,NA,96
grit,ols,0.01431192504149037,0.0212947507203893,96
jobTraining,logit,NA,NA,96
jobTraining,ols,0.0441928343982978,NA,96
layoff,logit,NA,NA,96
layoff,ols,0.0030554849268111806,NA,96
materialHardship,logit,NA,NA,96
materialHardship,ols,0.18145417055908308,0.426116120940425,96
eviction,logit,NA,NA,97
eviction,ols,0.022112483385755444,NA,97
gpa,logit,NA,NA,97
gpa,ols,0.11638104198758603,0.174516726983817,97
grit,logit,NA,NA,97
grit,ols,0.0099153372482782,0.0216705101539554,97
jobTraining,logit,NA,NA,97
jobTraining,ols,0.052725835337478655,NA,97
layoff,logit,NA,NA,97
layoff,ols,0.0022345879647035494,NA,97
materialHardship,logit,NA,NA,97
materialHardship,ols,0.18269964615545597,0.398019455216614,97
eviction,logit,NA,NA,98
eviction,ols,0.019012216026546347,NA,98
gpa,logit,NA,NA,98
gpa,ols,0.08623854824661092,0.228564059127599,98
grit,logit,NA,NA,98
grit,ols,0.012690115525289647,0.0284000525750457,98
jobTraining,logit,NA,NA,98
jobTraining,ols,0.047130588409793006,NA,98
layoff,logit,NA,NA,98
layoff,ols,0.008709864619269703,NA,98
materialHardship,logit,NA,NA,98
materialHardship,ols,0.17172884476036054,0.34006961294564,98
eviction,logit,NA,NA,99
eviction,ols,0.00798821269318184,NA,99
gpa,logit,NA,NA,99
gpa,ols,0.10160160205028712,0.212708326549212,99
grit,logit,NA,NA,99
grit,ols,0.017053545460291697,0.0495814028258676,99
jobTraining,logit,NA,NA,99
jobTraining,ols,0.04379097136232735,NA,99
layoff,logit,NA,NA,99
layoff,ols,-7.720789955945051e-5,NA,99
materialHardship,logit,NA,NA,99
materialHardship,ols,0.17038545325259324,0.33130703503619,99
eviction,logit,NA,NA,100
eviction,ols,0.022003011399005068,NA,100
gpa,logit,NA,NA,100
gpa,ols,0.0808981540311321,0.200196685646591,100
grit,logit,NA,NA,100
grit,ols,0.009340574002965507,0.0714473041103908,100
jobTraining,logit,NA,NA,100
jobTraining,ols,0.0517149628311131,NA,100
layoff,logit,NA,NA,100
layoff,ols,-0.002745528756608051,NA,100
materialHardship,logit,NA,NA,100
materialHardship,ols,0.1867982879320812,0.367972136009558,100
